지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
192,2021-03-23,9.1,-2.3,610,18.6,1557,,,,,,,8,270,1401,4,270,1457,1.3,1104,-.4,25,1351,55.8,6,1018.3,1024.5,722,1019,1740,1021.9,12.2,11,1200,3.06,22.4,,,,,,0,0,10.2,-5,,,,,,,,,,3.8,5.5,,
192,2021-03-24,9.9,1,559,17.5,1436,,,,,,,6.8,160,1759,3.1,140,1452,1,866,3.4,39,1156,67.4,8,1017.7,1024.2,910,1018.7,1629,1021.3,12.3,7.6,1400,2.74,15.76,,,,,,5.9,3,12,-2.3,,,,,,,,,,2.3,3.3,,
192,2021-03-25,12.1,2.5,613,21.8,1457,,,,,,,5,180,1531,2.7,180,1535,.8,714,4.1,27,1442,64.3,8.2,1017,1022.7,933,1018.3,1708,1020.6,12.3,10.9,1200,3.18,22.51,,,,,,1,0,14.1,-.9,,,,,,,,,,3.8,5.5,,
192,2021-03-26,12.4,2.4,618,23.8,1454,,,,,,,7.9,180,1634,3.1,180,1536,.8,658,2.2,18,1326,58.4,7.2,1017.9,1024,907,1019,1643,1021.4,12.4,11,1100,3.03,21.46,,,,,,4.9,0,14.2,-1,,,,,,,,,,3.6,5.2,,
192,2021-03-27,11.4,3.7,616,16.2,1919,,,,,,68.4,8.6,180,1945,3.6,110,1741,.9,779,9.9,71,1153,90.9,12.7,1009.3,1021.2,2,1004.4,2357,1012.8,12.4,.2,900,.79,4.64,,,,,,9.5,5.9,11.2,.3,,,,,,,,,,1.1,1.5,70.4,
192,2021-03-28,16,10,2212,20.4,1521,,,,,,2,10.3,270,704,5.8,250,710,2,1723,9.7,50,1707,67.9,12.2,1000.6,1006.6,2153,1001.4,423,1004.1,12.4,11.1,1200,3.26,23.85,,,,,,2.5,1.4,17.4,7.1,,,,,,,,,,3.7,5.3,,
192,2021-03-29,13.6,7.5,631,20.2,1519,,,,,,,4.6,250,57,2.2,270,1239,.8,680,4.7,30,1623,59.4,8.6,1004,1009.6,2359,1005.5,342,1007.5,12.5,9.3,1200,2.58,17.31,,,,,,5.6,5.3,14.9,6,,,,,,,,,,2.8,4,,
192,2021-03-30,12.2,5.8,601,22,1556,,,,,,,4.6,180,1726,2.1,270,1441,.7,579,1.1,21,1614,52.3,6.7,1007.8,1014,2357,1009.6,1,1011.4,12.5,8.8,1200,3.17,20.42,,,,,,3.4,.8,14.8,2.9,,,,,,,,,,3.7,5.4,,
192,2021-03-31,12.1,2.8,626,22.2,1422,,,,,,,4.8,270,1539,2.6,200,1511,.7,579,4.7,26,1321,65,8.6,1011.5,1016.5,2335,1012.3,1547,1015,12.5,10.5,1200,3.17,21.77,,,,,,4.8,0,14.2,.1,,,,,,,,,,3.7,5.3,,
192,2021-04-01,14,5.3,520,21.4,1254,,,,,,,9.4,20,1348,4.3,70,1058,1.8,1560,3.1,27,1615,53.3,7.7,1015.5,1020.5,2304,1016.3,23,1019,12.6,6.5,1100,2.55,15.31,,,,,,7.6,4,13.8,1.6,,,,,,,,,,3.6,5.1,0,
192,2021-04-02,17.2,12.6,349,22.4,1341,,0,,0,,0,6.6,140,1407,3.1,360,918,1.7,1477,8.4,46,1344,56.9,11.2,1016.3,1021.5,928,1017.9,1559,1019.8,12.6,7.9,1200,3.18,19.6,,,,,,7.4,6.9,18.2,11.3,,,,,,,,,,3.3,4.7,,
192,2021-04-03,,14.3,1132,17.3,12,,2.6,1702,7.9,1628,35.6,5.2,90,126,2.3,90,127,.6,492,13.8,66,12,91,15.8,1010.1,1019.2,1,,1615,1013.6,12.7,0,900,.48,2.94,,,,,,,,15.9,14.3,,,,,,,,,,.5,.7,41.6,
192,2021-04-04,12.4,9.3,2344,16.5,207,,1.3,749,5.1,714,7.9,5.6,20,750,2.6,70,1730,1.2,1064,10.9,75,2211,91.1,13.3,1010.2,1019.9,2249,1007.5,353,1013.8,12.7,0,1200,.8,4.37,,,,,,9.6,9.3,14.3,9.3,,,,,,,,,,1,1.5,1.9,
192,2021-04-05,10.5,4.5,2344,17.8,1509,,,,,,,6.6,320,941,3.2,20,943,1.3,1126,1.7,29,1720,58.9,7,1018,1023.6,758,1019.7,5,1021.6,12.7,11.1,1200,3.41,25.47,,,,,,.7,0,14.2,1.2,,,,,,,,,,3.8,5.4,,
192,2021-04-06,11.3,1.3,452,21.1,1711,,,,,,,6.7,180,1544,3.2,230,1633,.7,640,2.2,21,1705,60,7.2,1016.3,1022.3,1,1016.2,1708,1019.8,12.8,7.8,1200,3.49,20.49,,,,,,,,13.7,-.7,,,,,,,,,,3.4,4.8,,
192,2021-04-07,13.3,3.3,621,22.7,1438,,,,,,,8.1,200,1640,3.5,250,1456,1,897,3.8,22,1438,58.6,8.1,1015.2,1020.7,912,1016.4,1626,1018.7,12.8,11.2,1200,3.36,23.9,,,,,,3.3,.5,15.9,.4,,,,,,,,,,4.2,6,,
192,2021-04-08,12.9,5.5,615,21.8,1404,,,,,,,6.4,230,1527,3.7,110,1813,.8,727,4.5,24,1219,64.1,8.5,1013.8,1019.7,2333,1014.3,1601,1017.3,12.8,10.6,1200,3.4,24.03,,,,,,3.3,2.3,16.5,2.5,,,,,,,,,,4.4,6.3,,
192,2021-04-09,10.5,2.2,608,19.2,1356,,,,,,,10.5,90,1425,5.3,110,1500,1.5,1279,3.9,37,1333,66,8.1,1021.4,1030.7,2346,1019.5,37,1025,12.9,8.5,1100,3.06,18.78,,,,,,4.6,2.1,14,-.9,,,,,,,,,,3.1,4.4,,
192,2021-04-10,10,2.4,546,18.5,1504,,,,,,,6.2,250,1702,3.1,200,1625,1,845,3.2,30,1508,67.5,7.8,1027.8,1033.4,851,1029,1531,1031.4,12.9,11.6,1200,3.16,23.68,,,,,,1.4,.1,15.1,-.6,,,,,,,,,,3.3,4.7,,
192,2021-04-11,11.5,2.5,611,21,1343,,,,,,,7.4,110,1344,3.5,90,1443,.9,776,1.4,19,1353,58.4,6.9,1026.9,1033.4,811,1027.5,1814,1030.5,12.9,11.8,1200,3.37,25.21,,,,,,3.3,1,15.4,-.9,,,,,,,,,,4.1,5.9,.6,
192,2021-04-12,11.5,8.1,104,15,2228,,1.3,1659,5.6,1623,35.5,7.2,160,2334,2.7,180,2310,.6,494,9.6,64,10,88.8,12.3,1017,1028.9,1,1012,2400,1020.6,13,0,900,.57,3.21,,,,,,10,9.3,12.7,5.8,,,,,,,,,,.7,1,37.1,
192,2021-04-13,14.4,6.1,2327,20.6,1206,,.4,1,1.8,1,2.2,9.9,360,1318,4.5,360,1327,1.5,1292,6.2,35,1753,62.3,10.6,1008.4,1016.8,2354,1008.8,302,1011.9,13,9,1100,2.76,19.5,,,,,,6.4,3,16,2.7,,,,,,,,,,3.5,5,,
192,2021-04-14,10.4,5,2357,17.8,1532,,,,,,,9.6,360,1320,4.6,360,1353,1.9,1630,-2.1,17,1418,44.9,5.3,1014.5,1020.2,2231,1016.2,330,1018.1,13.1,10.5,1200,3.58,25.34,,,,,,3.5,2.6,13.6,.6,,,,,,,,,,4.5,6.5,,
192,2021-04-15,9.6,.8,536,18,1506,,,,,,,5.2,200,1614,2.4,230,1622,.8,709,.1,22,1350,58.1,6.2,1015.9,1021.6,857,1017.1,1654,1019.5,13.1,11.2,1100,2.98,22.01,,,,,,5,1.3,13.1,-2.1,,,,,,,,,,3.3,4.8,,
192,2021-04-16,12.8,2.2,403,20.3,1348,,,,,,,7,200,1501,3.3,200,1415,1,830,7.7,51,1329,73.4,10.7,1013.4,1019.2,1,1014.5,1645,1016.9,13.1,8.5,1300,2.89,20.31,,,,,,6.1,1.9,15.8,0,,,,,,,,,,3.2,4.6,,
192,2021-04-17,12.7,4.9,2356,19.8,1237,,,,,,,11.8,270,1720,7.4,250,1551,1.9,1630,2.3,17,1549,55.3,8,1010.6,1016.5,1,1011.1,1544,1014.1,13.1,11.4,1200,3.33,24.55,,,,,,3.3,2.9,17.5,0,,,,,,,,,,4.8,6.8,,
192,2021-04-18,10.7,2.6,334,18.8,1555,,,,,,,10.7,340,856,4.7,340,842,1.5,1314,.2,27,1558,52,6.2,1012.3,1017.8,2250,1013.4,1549,1015.9,13.2,11.9,1200,3.57,26.42,,,,,,1,0,15.4,-.9,,,,,,,,,,4.3,6.2,,
192,2021-04-19,13.2,1.2,550,23.9,1545,,,,,,,6.6,320,2037,3.2,340,2044,1,879,.5,18,1345,50.1,6.4,1013.5,1018.8,704,1014,1615,1017,13.2,12.3,1200,3.57,27.69,,,,,,.1,0,17,-2.1,,,,,,,,,,5.3,7.6,,
192,2021-04-20,14.8,3,544,26.6,1513,,,,,,,5.4,200,1550,2.8,110,1331,.8,667,4.4,20,1252,56.6,8.4,1016.6,1022.4,2335,1018.1,127,1020.1,13.2,12.2,1300,3.45,26.41,,,,,,2.5,1.9,18.1,-.5,,,,,,,,,,4.8,6.8,,
192,2021-04-21,17.1,6.8,603,27.2,1401,,,,,,,5.9,250,1351,2.7,180,1437,.7,594,6.9,22,1612,57.1,10,1018.4,1023.6,931,1020,1817,1021.9,13.3,11.1,1200,3.23,23.97,,,,,,6.5,4.9,19.9,3.7,,,,,,,,,,4.3,6.1,,
192,2021-04-22,17.6,12.5,552,24.8,1402,,,,,,,5.6,90,1719,2.8,140,1246,.8,707,8,23,1328,57.9,10.8,1016.1,1021.7,1,1017.6,1807,1019.5,13.3,1.8,900,2.09,11.84,,,,,,9.9,8.1,17.5,10.8,,,,,,,,,,2.6,3.7,,
192,2021-04-23,18,12.6,25,23.8,1519,,,,,,,8.8,70,1458,4.3,70,1203,1.6,1402,5.7,30,1559,46.1,9.2,1015.3,1021.2,2241,1016.4,1553,1018.8,13.4,4.7,1300,2.63,15.88,,,,,,9,8.4,19.2,10.6,,,,,,,,,,3.7,5.3,,
192,2021-04-24,16.4,9.2,605,24.8,1432,,,,,,,6.5,180,1605,3.3,250,1506,1,906,8,36,1412,60,10.9,1016,1021.8,750,1017.5,1508,1019.5,13.4,10.8,1200,3.41,24.9,,,,,,4.4,2.8,21.5,6.6,,,,,,,,,,4.2,6,,
192,2021-04-25,15.9,9.4,559,23.3,1349,,,,,,,6.7,140,1306,3.5,70,1054,1.2,1066,8.6,40,1345,64.4,11.3,1016.2,1023.3,2344,1017.7,446,1019.7,13.4,9.9,1200,3.31,21.77,,,,,,3.4,2.9,20.2,6.2,,,,,,,,,,3.8,5.4,,
192,2021-04-26,12.7,4.8,606,20.8,1448,,,,,,,6.3,230,1533,2.9,70,19,1,849,4,35,1454,58.9,8.1,1019,1024.4,924,1020.5,1554,1022.6,13.4,12.5,1300,3.32,26.89,,,,,,4,.5,19.7,2,,,,,,,,,,4,5.7,,
192,2021-04-27,13.3,5.8,410,18.7,1543,,,,,,,6.6,230,1504,2.3,200,1552,.8,669,7.6,46,1500,70.4,10.5,1016.1,1022.5,1,1017.3,1709,1019.6,13.5,4.1,900,2.05,13.71,,,,,,9.4,7.9,17.7,3.7,,,,,,,,,,2.2,3.2,,
192,2021-04-28,16.7,9.1,553,24,1430,,,,,,,5.5,180,1748,2.6,200,117,1,846,10.5,36,1243,70.1,12.7,1012.2,1018.5,1,1013.2,1654,1015.7,13.5,10.9,1200,3.28,23.88,,,,,,6.8,2.5,21.5,5.6,,,,,,,,,,3.7,5.3,,
192,2021-04-29,17.7,11,541,24.1,1408,,0,,0,,0,11.7,250,2400,5.4,250,2323,1.7,1433,6.2,18,1641,53.1,9.8,1003.3,1013.9,3,1003.2,1609,1006.7,13.6,9.5,1200,3.38,24.42,,,,,,5.6,4.4,20.9,9.8,,,,,,,,,,5.7,8.2,.1,
192,2021-04-30,16.4,9.8,2400,21.1,1428,,.4,2350,.7,2300,1,12.1,270,1122,6.5,250,1316,3.3,2850,3.4,20,1523,47.1,8.1,1001.6,1009.3,2201,1002.3,400,1005,13.6,12,1200,3.58,27.8,,,,,,4.8,2.6,21.2,9.1,,,,,,,,,,5.9,8.4,11.1,
192,2021-05-01,10.6,5.6,2325,15.2,1229,,.9,203,4.2,138,10.2,9.2,270,1323,4.8,250,1340,1.2,1036,6.6,46,1540,78.8,9.9,1002.8,1010.2,2349,1002.4,447,1006.3,13.6,3.6,1200,2.5,12.78,,,,,,6.1,5.6,14.4,3.5,,,,,,,,,,2.2,3.1,0,
192,2021-05-02,11.6,4.1,341,19.4,1629,,,,,,,10.6,340,934,4.4,340,923,1.3,1142,5,37,1603,68.9,8.7,1012,1020.1,2256,1009.9,139,1015.5,13.6,9.1,1000,3.18,22.23,,,,,,3.9,2.4,15.4,1.6,,,,,,,,,,3.2,4.6,,
192,2021-05-03,13.9,4.4,541,21.5,1330,,,,,,,8.4,70,1431,4.4,110,1259,1.2,1073,7.4,36,1340,69.5,10.4,1015.3,1021.1,717,1016.5,1722,1018.8,13.7,11.7,1200,3.55,27.84,,,,,,3.6,1.5,19.2,1.7,,,,,,,,,,4.2,6,,
192,2021-05-04,16.2,10.6,448,19.4,1308,,3.3,2018,15.4,1940,50.5,10.4,160,2051,3.6,110,1848,1.2,1063,14.6,79,1312,90.5,16.8,1008.5,1018.4,2,1004.2,2359,1012,13.7,0,1200,.67,3.66,,,,,,10,8.4,16.2,9.6,,,,,,,,,,1.1,1.6,50.5,
192,2021-05-05,16.8,6.9,2357,23.7,1159,,,,,,,10.8,230,1320,5.9,250,1326,1.6,1360,5.7,15,1409,56.5,9.8,1009.4,1019,2224,1003.6,130,1012.8,13.7,11.9,1200,3.6,28.69,,,,,,4.5,1.5,19.9,4.5,,,,,,,,,,5.5,7.9,,
192,2021-05-06,13.8,3.5,506,21.5,1152,,,,,,,6.6,110,1154,2.7,200,1514,.8,708,4.7,26,1103,59.3,8.6,1013.8,1020.7,809,1014,2356,1017.3,13.8,9.2,1000,2.98,21.44,,,,,,6.1,3.4,16.7,1.7,,,,,,,,,,3.5,5,,
192,2021-05-07,16.4,7.9,2400,25,1459,,,,,,,10.2,250,1646,5.5,250,1648,1.4,1218,10.3,36,1906,69,12.8,1004.9,1014.1,1,1003.9,1525,1008.4,13.8,9,1100,3.15,20.17,,,,,,5.5,2.9,19.9,5.9,,,,,,,,,,3.4,4.9,,
192,2021-05-08,15.6,4.1,505,23.1,1504,,,,,,,9.2,250,1258,4.6,250,1202,1.5,1304,6.9,29,1317,60.4,10,1002.6,1009.5,254,1002.1,1646,1006,13.8,12.2,1200,3.66,27.85,,,,,,1.3,0,19.4,2.2,,,,,,,,,,4.9,7,,
192,2021-05-09,17,8.5,558,25.7,1534,,,,,,,7.2,360,1736,3.4,340,1607,1.1,912,4.9,19,1559,50.8,8.8,1006.2,1011.9,2354,1005.7,1,1009.7,13.9,12.7,1200,3.56,28.84,,,,,,0,0,21.6,4.8,,,,,,,,,,5.5,7.9,0,
192,2021-05-10,16.2,10.2,48,21.2,1424,,0,,0,,0,7.7,70,1041,3.1,50,1049,1,875,6.7,33,1353,55,9.8,1009.7,1015.3,1022,1011.3,416,1013.2,13.9,3.8,1300,2.57,15.32,,,,,,8.8,6.1,19.2,8,,,,,,,,,,2.9,4.2,,
192,2021-05-11,16.7,14,409,19.5,1737,,,,,,,6.3,50,1043,3.2,70,1317,1.3,1159,10.1,46,1807,65.8,12.3,1011.2,1016.1,1046,1013.5,1513,1014.7,13.9,0,1100,1.7,10.35,,,,,,9.6,6.9,18.6,13.1,,,,,,,,,,2.2,3.1,,
192,2021-05-12,19.5,14.5,31,26,1358,,,,,,,6.9,90,1145,3.7,70,1414,1.5,1312,11.3,47,1359,60.1,13.6,1008.7,1014.7,1,1009.9,1738,1012.1,13.9,8.2,1100,3.29,20.19,,,,,,6.9,5.6,20.9,13.1,,,,,,,,,,3.8,5.5,,
192,2021-05-13,21,13,542,29.3,1440,,,,,,,5.7,230,1601,3.5,200,1548,1.2,1021,13.9,41,1434,67.4,16.1,1008.3,1013.1,2308,1009.8,1456,1011.7,14,12.8,1200,3.54,28.37,,,,,,3.1,.8,25,11,,,,,,,,,,4.9,6.9,,
192,2021-05-14,21.3,14,516,28.6,1416,,,,,,,6.3,110,1354,3.2,90,1402,1,837,16,45,1436,74,18.2,1008.8,1013.9,600,1010.8,1524,1012.2,14,11.4,1100,3.14,23.61,,,,,,7.8,2,24.9,11.8,,,,,,,,,,3.7,5.3,10.1,
192,2021-05-15,19.8,17.7,518,22.1,1722,,1.9,817,6.8,809,11.7,4,160,1903,2.1,160,1906,.5,398,18.8,82,3,94.1,21.7,1004.5,1011.8,44,1005.4,1713,1007.9,14,.1,1300,1.36,5.35,,,,,,9.1,9,21.3,17.8,,,,,,,,,,1,1.4,8.5,
192,2021-05-16,20.9,20,56,22.3,1423,,2.5,1100,5.9,1034,16.8,8.1,140,1647,3.2,140,1318,1,901,20.2,92,1432,96.1,23.7,999.3,1006.5,1,1000.2,1703,1002.7,14,0,1400,.72,3.85,,,,,,10,9.5,21.5,20.1,,,,,,,,,,.9,1.3,9.9,
192,2021-05-17,18.5,16,2348,21.3,832,,.3,1444,.4,1427,1.3,5.8,140,1137,2.4,140,1138,1.1,933,17.8,89,835,95.9,20.4,1002.8,1009.8,2230,1002.2,430,1006.2,14.1,0,800,.58,3.79,,,,,,8.9,8.9,20.5,16.6,,,,,,,,,,.6,.9,3.3,
192,2021-05-18,17.8,15.5,2140,23.7,1650,,.3,629,.9,600,2.2,5.5,180,1746,2.6,180,1746,.8,666,15.9,59,1647,89.5,18.1,1006.9,1011.7,2236,1008.6,1612,1010.4,14.1,5,1400,3.15,14.63,,,,,,7.6,6.1,20.9,14.8,,,,,,,,,,2.7,3.9,.2,
192,2021-05-19,20.8,14.3,542,29.1,1432,,,,,,,6.2,160,1557,3.1,200,1603,1,869,14.1,27,1238,70.5,16.2,1007.8,1012.3,809,1009,1641,1011.2,14.1,10.2,1200,3.59,26.17,,,,,,6.4,3.5,23.5,13.1,,,,,,,,,,4.4,6.3,3.8,
192,2021-05-20,15.9,15.3,941,16.7,3,,2.3,1048,5.8,1003,21.8,5.2,360,1046,2.3,340,1048,.6,514,15.2,92,1,96.5,17.3,1001.6,1011.9,1,1001.1,1830,1005,14.1,0,1200,.47,2.9,,,,,,9.8,9.5,18.1,15.3,,,,,,,,,,.8,1.2,18,
192,2021-05-21,17.8,13.9,2247,22,1453,,,,,,,8.7,270,1444,5.1,250,1127,2.2,1889,12.2,48,1513,71.1,14.2,1002.7,1009.9,2247,1001.4,36,1006.1,14.2,5.5,1100,3.68,21.01,,,,,,7.6,6,19.9,12.8,,,,,,,,,,3.7,5.3,,
192,2021-05-22,19,10.5,531,27.1,1541,,,,,,,5.1,230,1440,2.5,200,1338,.9,752,13.7,47,1154,74.8,15.8,1006.1,1011.1,721,1007.1,1645,1009.5,14.2,13.1,1200,3.56,28.96,,,,,,.8,0,22.9,9,,,,,,,,,,4.6,6.6,,
192,2021-05-23,21.1,12.4,523,29,1421,,0,,0,,0,8.8,140,1717,3.2,180,1726,1,857,15.1,44,1322,71.3,17.2,1006.9,1012.3,611,1008.5,1720,1010.3,14.2,10.8,1200,3.44,26.08,,,,,,5.6,3.9,24.3,10.3,,,,,,,,,,4.5,6.5,.7,
192,2021-05-24,21.2,16.1,2349,26,1501,,.2,,.5,650,.7,5.5,160,1629,2.9,180,1629,1,866,15.7,47,2013,72.4,17.9,1003.9,1009.7,2349,1004.5,1512,1007.3,14.2,7.4,1100,3.53,20.68,,,,,,6.5,4,24.4,14,,,,,,,,,,3.5,5.1,0,
192,2021-05-25,17.7,11.5,532,25.2,1417,,0,,0,,0,12.7,230,1214,6.2,270,1358,1.7,1465,7.1,22,1459,57,10.6,1004.5,1011.1,2334,1004.4,1344,1007.9,14.2,10.1,1200,3.65,26.19,,,,,,4.4,1.1,21.9,9.8,,,,,,,,,,5.3,7.5,,
192,2021-05-26,16.8,10.6,511,23.2,1225,,0,,0,,0,5.8,140,2128,2.3,140,2128,.9,763,8.5,36,1422,61.6,11.3,1006.7,1013.2,818,1007.8,1830,1010.1,14.3,3.2,1000,2.89,16.22,,,,,,9.8,5.8,20.7,9.8,,,,,,,,,,2.9,4.1,1.1,
192,2021-05-27,17.5,12.1,2336,24.8,1538,,.3,59,.6,22,1.1,8.7,230,1647,5.1,250,1626,1.4,1221,12.9,46,1750,77.9,15,999.7,1007.9,6,1000.9,1406,1003.1,14.3,7.7,1200,3.72,24.26,,,,,,5.4,4.8,22.8,9.8,,,,,,,,,,4.1,5.9,,
192,2021-05-28,17.5,9,450,24.3,1340,,0,,0,,0,9.8,160,1350,4,250,1908,1.4,1179,12.5,48,1857,75.1,14.7,998.7,1006.7,231,997.3,1429,1002.1,14.3,11,1200,3.49,23.64,,,,,,1.4,1.1,21.2,7.1,,,,,,,,,,3.9,5.5,0,
192,2021-05-29,18.4,10.2,527,25.6,1420,,,,,,,6.3,180,1448,2.9,200,1451,1,834,12.8,42,1156,73.4,14.9,1003,1009,2345,1002.5,1,1006.4,14.3,11.5,1200,3.54,26.47,,,,,,2.4,.9,23.9,8,,,,,,,,,,4.4,6.3,,
192,2021-05-30,19.2,11.1,540,27,1343,,,,,,,7.1,200,1737,3.5,250,1331,1,861,12.1,32,1343,67.9,14.2,1006.3,1011.4,2331,1008,1558,1009.7,14.3,13.1,1200,3.54,28.58,,,,,,.6,.1,25,9.1,,,,,,,,,,4.8,6.8,.6,
192,2021-05-31,20.2,14.3,316,28,1440,,.6,710,.6,,.6,5.6,340,507,2.7,110,1254,1,869,13.7,41,1523,69.6,15.7,1008.4,1014.4,2252,1009.9,1407,1011.8,14.4,10,1200,3.35,25.45,,,,,,3.6,1.1,24.9,12.8,,,,,,,,,,4.9,7,,
192,2021-06-01,20.7,12,528,28.7,1505,,,,,,,5.4,110,1529,3.1,110,1532,.8,707,13.2,31,1416,66.3,15.2,1011.3,1016,819,1013.1,1542,1014.7,14.4,11.4,1200,3.45,25.61,,,,,,4.9,2.1,25.4,10.1,,,,,,,,,,4.4,6.3,,
192,2021-06-02,20.9,15.3,549,28.7,1328,,,,,,,4.9,200,1804,2,180,1524,.8,676,15.2,32,1300,72.8,17.3,1010.1,1015.9,646,1011.9,1741,1013.5,14.4,6,1200,3.26,18.67,,,,,,8.3,1.1,24.3,14.3,,,,,,,,,,3.1,4.5,5.2,
192,2021-06-03,18.4,15.7,323,19.7,1643,,1.2,949,4,933,21,2.6,90,1130,1.3,70,1137,.3,296,17.8,91,628,96.8,20.5,1001.2,1012.3,2,999.3,1940,1004.7,14.4,0,1300,.5,2.98,,,,,,9.4,8.1,20.1,14.3,,,,,,,,,,.9,1.3,17.4,
192,2021-06-04,20.6,14.3,2400,26.5,1405,,.2,,.8,150,1.6,5.8,290,1600,2.8,230,1420,1,846,13.9,37,1322,69.4,16.1,998.7,1004,2227,999.8,246,1002,14.4,10.7,1100,3.87,28.9,,,,,,6.8,3.4,23.8,13.7,,,,,,,,,,5.1,7.3,,
192,2021-06-05,19.8,11,409,26.4,1345,,,,,,,7.9,110,1102,3,110,1342,1.2,1042,15.7,55,953,79,18.2,1000,1005.3,2243,1001.6,1544,1003.4,14.4,12.5,1300,3.31,25.45,,,,,,4.9,.1,23.6,9.8,,,,,,,,,,4.1,5.8,,
192,2021-06-06,21.7,17.7,529,27.2,1356,,,,,,,7.9,250,1337,3.3,180,1248,1.3,1160,17.4,55,1358,78,19.8,1004.9,1012.2,2316,1005.2,37,1008.3,14.4,11.7,1200,3.41,25.12,,,,,,2.5,0,25.5,15.6,,,,,,,,,,4.3,6.1,,
192,2021-06-07,22,15.1,455,28.7,1426,,,,,,,5.5,230,1452,3.2,110,1440,.9,817,17.7,56,1328,78.5,20.3,1010.8,1015.7,2304,1012.2,1,1014.2,14.5,10.5,1000,2.98,25.29,,,,,,3.6,1.4,26.3,13.6,,,,,,,,,,4.2,6.1,,
192,2021-06-08,23.5,18.2,238,31,1400,,,,,,,5.4,180,1546,2.6,200,1458,1,836,18.3,41,1343,75.9,21.1,1012,1016.3,745,1014.2,1723,1015.4,14.5,11.5,1200,3.43,27.59,,,,,,4.9,2.4,28.3,16.8,,,,,,,,,,5,7.2,,
192,2021-06-09,23.6,17.1,516,31.3,1418,,,,,,,5.8,70,1605,3.1,90,1448,.8,734,16.7,35,1540,69.4,19,1012.3,1017.2,759,1013.9,1600,1015.7,14.5,12.4,1200,3.46,28.24,,,,,,4,1,28.8,14.3,,,,,,,,,,5.2,7.4,,
192,2021-06-10,22.4,15.9,503,26.8,1051,,0,,0,,0,5.6,160,2324,2.2,250,1331,.9,737,17.7,45,924,76.4,20.4,1010.3,1015.8,8,1012,2351,1013.8,14.5,4.9,900,2.61,16.43,,,,,,8.5,3.4,26.5,14.8,,,,,,,,,,2.6,3.7,29.8,
192,2021-06-11,21.3,19,624,23.5,1522,,3.6,445,16.9,410,33.1,6.2,110,436,3.4,110,438,.7,635,20.5,87,1,95.1,24.1,1007.7,1012.9,2226,1009.8,711,1011.1,14.5,.7,1300,.98,6.48,,,,,,8.3,7.9,23.3,19.1,,,,,,,,,,1.2,1.8,3.3,
192,2021-06-12,23.6,21,538,27.9,1718,,,,,,,5.9,90,1331,3,110,1542,.9,807,21.1,68,1748,86.8,25.1,1008.2,1012.9,848,1009.7,1758,1011.6,14.5,4.5,1500,2.23,14.71,,,,,,6.8,6.1,25.1,20.6,,,,,,,,,,2.6,3.7,,
192,2021-06-13,24.3,20.6,523,29.8,1341,,,,,,,7.1,180,1251,3,250,1636,.9,771,21.4,62,1342,84.9,25.5,1004.9,1011.4,1,1005.8,1738,1008.2,14.5,7.1,1200,3.35,22.43,,,,,,5,4.1,26.5,19.7,,,,,,,,,,3.8,5.4,,
192,2021-06-14,23.1,20.7,459,27.7,1544,,,,,,,3.7,140,1547,2.1,140,1857,.7,590,20.3,66,1540,85,23.9,1003.2,1007.7,529,1004.6,1822,1006.6,14.5,2.7,1500,1.59,10.99,,,,,,7.6,6.5,24.8,20,,,,,,,,,,2,2.9,,
192,2021-06-15,20.9,19.5,358,23,1106,,1.8,1642,6.6,1615,27.5,3.7,50,1835,1.5,70,1853,.6,504,19.6,80,1106,93.1,22.9,1000.8,1006.7,19,1002.9,1709,1004.2,14.5,0,1000,.69,4.32,,,,,,8.8,7.3,22.4,19,,,,,,,,,,.9,1.2,29.9,
